author,key,affiliation
Hugh E. Williams,conf/edbt/WilliamsZ96,Kermanshah University of Technology
Hugh J. Watson,journals/cacm/WatsonH98,Philander Smith College
Hugh Noble,journals/is/Noble83|conf/bncod/Noble84,Universidad de San Pedro Sula
Hugo B. Ramos,conf/ids/Ramos92,Newman University
Hugo Rivero,conf/sigmod/QuassWGHLMNRRAUW96,Universidad de Granma
Hugo Volger,journals/tcs/Volger83,"Akrofi-Christaller Institute of Theeology, Mission and  Culture"
Hui Lei 0001,journals/dke/LeiR98|conf/ngits/LeiR97,University of South Carolina - Spartanburg
Hui Li 0004,journals/dke/LiangLWO99,Roger Williams University
Hui Wang 0008,journals/siamcomp/IbarraJTW95,Shahrekord University
Hui Wang 0010,journals/dke/LiangLWO99,Universidad Simón Bolivar
Hui Zhang 0001,conf/sigmetrics/KnightlyWLZ95|conf/nossdav/ZhangF92,"City University of New York, John Jay College of Criminal Justice"
Hui-I Hsiao,journals/tkde/DeWittGSBHR90|journals/vldb/ChenHY97|conf/icde/HsiaoD90|conf/sigmod/HsiaoN00|conf/sigmod/BhideGHJ92|conf/sigmod/HsiaoCY94|conf/vldb/VhanHY93|journals/dpd/HsiaoD93|journals/ibmsj/BaruFGHJPCW95|conf/sigmod/BaruFGHJPW95|conf/pdis/HsiaoD91,Mayo Graduate School
Huibin Zhao,conf/dasfaa/ZhaoB93,University of East
Huiqing Liu,conf/kdd/WangL97|conf/sigir/WangL98,Emporia State University
Humphrey Sorensen,conf/cikm/ORiordanS95,Hanoi University of Science & Technology
Hung Chi Lai,journals/tc/MurogaKLC89,University of Massachusetts at Dartmouth
Hung Keng Pung,conf/mm/HsuCP95|conf/mm/ChuaLP94,Universidad Santa Maria Caracas
Hung-Chang Du,journals/csur/EnbodyD88|conf/icde/YuenD86|conf/icde/OnuegbeD86|journals/bit/Du86|journals/sigmod/Du84|journals/tse/Du85,TaTung University 
Hung-Chin Jang,journals/tse/TsaiWJ92,State University of New York College at Geneseo
Hunter Williams,conf/dl/MarchioniniNWDBRGEH97,St. George's University
Hussein Almuallim,journals/ai/AlmuallimD94|conf/aaai/AlmuallimD91|conf/aaai/AlmuallimAK96,Hannam University
Hussein Ibrahim,journals/debu/ShawSIHWA81,Universidad Politécnica de El Salvador
Hussien Aly,conf/icde/AlyO89|conf/sigmod/AlyO87,Latvian Academy of Culture
Huzur Saran,conf/focs/SaranV91,Technological Education Institute of Mesologgi
Hwan-Ik Choi,conf/dasfaa/KimCLK91|conf/pdis/ChoiIKL94,Beijing Information Science and Technology University
Hwan-Seung Yong,conf/icde/YongLK94,Preston University
Hwang Kyu Choi,journals/ipl/ChoiK89,Galatasaray University
Hwee Ling Chen,conf/dasfaa/ShepherdHCN95,Universidad Peruana Cayetano Heredia
HweeBong Kwah,conf/sigmod/NgLK98,Freie Universität Berlin
HweeHwa Pang,journals/tkde/PangCL95|conf/icde/PangLO91|conf/sigmod/PangCL93|conf/sigmod/PangCL94|conf/dasfaa/PangLO91|conf/vldb/PangCL93|conf/rtss/PangLC92|conf/ride/LuOP91,Chukyo University
Hyacinth S. Nwana,conf/aaai/Nwana91,London Institute of Management and Technology
Hyong Sop Shim,conf/cscw/PrakashS94,Kandahar University
Hyoseop Shin,conf/sigmod/MoonSL00,Georgian Court College
Hyoung-Joo Kim,journals/tkde/YounKHH92|conf/icde/YongLK94|conf/icde/MorsiNK92|conf/dasfaa/KimK93|conf/dexa/SongKG90,Universidad Nacional de Tres de Febrero
Hyoung-Joo Kim 0001,conf/icde/AhnK97|conf/sigmod/BanerjeeKKK87|journals/tois/BanerjeeCGKWBK87|journals/spe/KimKS88,Roger Williams University
Hytham Ahmed,conf/isca/ArmstrongBA79,Texas A&M University - Texarkana
Hyuck Yoo,journals/tkde/YooL89,California College of Arts and Crafts
Hyuk J. Jo,conf/ssdbm/AhnJKLK90,Simon's Rock College
Hyun Soon Kim,conf/fodo/RoussopoulosK89,University of Florence
Hyun Syug Kang,conf/dasfaa/KangHW91,Université de Tunis
Hyunchul Kang,journals/tkde/RoussopoulosK91|conf/icde/KangR87|conf/dasfaa/KangS91|conf/dasfaa/SonK89|conf/vldb/RoussopoulosK86|journals/computer/RoussopoulosK86,Mahanakorn University of Technology
Hyung Joon Kook,journals/tkde/KookN91,Kagawa Medical School
Hyung Lee-Kwang,conf/dasfaa/LeeKLL93,Northeastern Ohio University College of Medicine
Hyunyoon Yun,conf/dasfaa/YunH93,Mordovian State University
Håkan Jakobsson,conf/pods/Jakobsson92|conf/pods/Jakobsson91|conf/icdt/Jakobsson92,Universidad Nacional de Misiones
Héctor J. Hernández,journals/tods/HernandezC91|conf/sigmod/HernandezC88|conf/pods/ChanH88|conf/pods/ChanH87|conf/pods/LakshmananH91|conf/icdt/ChanH86|conf/adbis/BrisaboaHPP98|journals/ipl/ChanH88|journals/acta/ChanH88|journals/acta/BrisaboaH97|journals/tcs/ChanH88|journals/siamcomp/HernandezW93, L.D.College of Engineering
Hélène Kirchner,conf/icalp/KirchnerKM88,Unity  University
Hélène Rolin,conf/er/ParentRYS89,Universidad Agroforestal Fernando A.Meriño
I-Cheng Chen,journals/vldb/HansonCDERTX98,Kogakkan University
I-En Liao,conf/icde/LiaoL89,Universidad del Zulia
I-Ling Yen,conf/icde/BastaniY87|journals/cj/BastaniIY88,Baitulmal Management Institute (IPB)
I-Min A. Chen,journals/tods/ChenHM95|conf/icde/Chen96|conf/icde/ChenM95|conf/ssdbm/ChenKMS97|conf/ssdbm/ChenKMS97a|conf/edbt/ChenMLLF96|conf/edbt/KoskyCMS98|conf/vldb/ChenL89|journals/is/ChenM95|conf/icde/ChenKMS97|conf/ismis/ChenL91|conf/ride/ChenHM94,Beijing Petroleum University
I-Ping Chu,conf/dasfaa/LiuC95,"University of the West of England, Bristol"
I. A. Popova,journals/sigmod/KilovP81,Bells University of Technology
I. Ding,conf/vldb/AndlerDEHKMW82,Visvesvaraya Technological University
I. I. Dzegelyonok,conf/adbis/DzegelyonokT94,Université Val-de-Marne (Paris XII)
I. J. Heath,conf/sigmod/Heath71,International University of Southern Europe
I. Kleinschmidt,conf/ssdbm/WestlakeK90,St. Louis University
I. M. Osman,conf/sigmod/CaseyO74,Universitas Kristen Maranatha
I. R. Palmer,conf/vldb/Palmer78|conf/db-workshops/Palmer78,The College of Insurance
I. T. Viney,journals/sigops/WilkinsonACHMVWW81,Universidad Católica de Manizales
I. V. Ramakrishnan,conf/sigmod/DavulcuFKR99|conf/pods/DavulcuKRR98|conf/pods/DavulcuYKR00|conf/popl/RameshRW90|conf/icalp/RameshVKR87|conf/iclp/RamakrishnanRSSW95|conf/iclp/ChenRR92|conf/ride/DavulcuKPRRD99,Kaya University
IJsbrand Jan Aalbersberg,conf/pdis/AalbersbergS91|conf/sigir/Aalbersberg91,"Monash University, Malaysia Campus"
Iain A. Stewart,journals/logcom/Stewart91a|journals/logcom/Stewart91,University of Lincoln
Iain S. Duff,journals/toms/DongarraCHD90,Manhattanville College
Iakovos Motakis,conf/sigmod/MotakisZ97|journals/jsi/MotakisZ97|conf/tdb/MotakisZ95|conf/dood/MotakisZ95,Universidad Central de Venezuela
Ian A. Macleod,conf/vldb/Macleod83|journals/is/Macleod81|journals/cj/Macleod91|conf/sigir/MartinMN86,Tomakomai Komazawa University
Ian A. Mason,journals/fuin/BuvacBM95|conf/aaai/BuvacM93,Southern Wesleyan University
Ian C. Magill,journals/expert/AnandSTMBHM97,University of Hartford
Ian D. Mathieson,journals/tc/FrancisM88,Zachodniopomorska School of Science and Engineering
Ian E. Smith,conf/ht/SawhneyBS96,Universidad Nueva San Salvador
Ian F. Akyildiz,journals/tkde/LiebeherrOA93|journals/is/OmiecinskiLA91|conf/mobicom/HoA95|conf/fodo/OmiecinskiLA89,TaiChung Healthcare and Management University
Ian F. Blake,journals/jacm/BlakeK77,Denver Paralegal Institute
Ian H. Witten,conf/dl/Nevill-ManningWP97|journals/jasis/BellMNWZ93|journals/ipm/MoffatSWB94|journals/csur/BellWC89|journals/cacm/WittenNC87|journals/ijmms/WittenM88,American Military University
Ian J. Barton,journals/cacm/BartonCLS74,Alvernia College
Ian J. Davis,journals/tapos/BrownCDRT98,University of Economics in Bratislava
Ian M. Hodkinson,journals/tcs/Hodkinson95,Kamrah International Institute of Technology (KIIT)
Ian M. Holland,journals/software/LieberherrH89|conf/oopsla/LieberherrHR88|conf/oopsla/HelmHG90,Technical University of Radom
Ian Mitchell 0004,conf/er/MitchellFP95,Indiana University-Purdue University at Fort Wayne
Ian Parberry,journals/jcss/ParberryS88,Atish Dipankar University
Ian Prince,conf/cris/FalquetGJLBCP88,Instituto Universitario CEMA
Ian Quigley,conf/sigir/SmeatonQ96,Hogeschool Rotterdam
Ian S. Thomas,conf/adbis/ThomasJ96|conf/dexa/ThomasJ96|conf/oois/ThomasJ95|conf/rules/ThomasJ95,Capital University Law School
Ian Sommerville,journals/sigmod/MonkS93|journals/spe/SommervilleWPS89|conf/bncod/MonkS92|conf/ids/SawyerCSM92,Technological Education Institute of Athens
Ian T. Foster,conf/ics/ChenNFW97,Islamia University of Bahawalpur
Ian Thomas,conf/dasfaa/OquendoBGMT91|conf/sde/BoudierGMT88|conf/sde/PenedoPT88|conf/esec/OquendoBGMT89|conf/icse/Thomas89,Information and Communications University
Ian W. Flockhart,conf/kdd/FlockhartR96,Rostov State Medical University
Ian Willers,conf/dolap/HoltmanSW99|conf/er/EstrellaKGMW98|conf/ideas/HoltmanSW98,Universitas Merdeka Madiun
Ibrahim Cingil,journals/sigmod/DogacDATKCD98|conf/ngits/KoksalCD99,Ecole Nationale Supérieure des Mines de Nancy
Ibrahim H. Önyüksel,journals/tkde/ZabbackOSW98,Stockholm Institute of Education
Ibrahim Kamel,journals/debu/FaloutsosK93|conf/sigmod/KamelF92|conf/pods/FaloutsosK94|conf/edbt/KoudasFK96|conf/vldb/KamelF94|conf/cikm/KouramajianKEW94|conf/cikm/KamelF93|conf/icmcs/ChangZKA96,Bashkir State Medical University
Ibtissem Nafkha,conf/er/GammoudiNA99,Sir Syed Institute Of Technology Islamabad
Icel Wolf,conf/sigmetrics/TurekWPYW92,Prince of Songkla University
Ichiji Itoh,conf/vldb/ItohKSS77,Greenwich University
Ichiro Suzuki,journals/tocs/SuzukiK85|journals/jcss/SuzukiM83,University of Regina Carmeli
Idit Keidar,conf/pods/KeidarD95|conf/podc/DolevFKM97,University of North Carolina at Charlotte
Ido Dagan,journals/jiis/FeldmanDH98|conf/kdd/FeldmanD95,"University of Korca ""Fan Noli"""
Ifor Williams,conf/pos/WilliamsW90|conf/ecoop/WilliamsWH87,University of Liberal Arts
Ignacio Mijares,conf/vldb/GhoshCMW79|conf/ds/MijaresP76,"American University Extension, Okinawa"
Ignacio R. Casas,conf/icde/CasasS89,Sakarya University
Ignacio Silva-Lepe,conf/er/LieberherrBS90|journals/cacm/LieberherrSX94,St. Louis College of Pharmacy
Igor Kononenko 0001,journals/apin/KononenkoSR97|conf/ecml/CestnikKB87,Oklahoma Christian University
Igor Mozetic,journals/ijmms/Mozetic91|conf/aaai/MichalskiMHL86|conf/ecml/Mozetic87,Trident University
Igor S. Nekrestyanov,conf/adbis/NekrestyanovNP98|conf/adbis/PavlovaN97|conf/adbis/NekrestyanovNPP97,Columbus College of Art and Design
Igor T. Hawryszkiewycz,conf/er/Hawryszkiewycz95|conf/er/Hawryszkiewycz85|conf/dexa/Hawryszkiewycz94|conf/sigmod/HawryszkiewyczD72,Kyushu Tokai University
Igor Tulchinsky,journals/tcs/HolteRTV92,Nanjing University of Economics
Igor Varsek,conf/slp/HuberV87,Baylor University
Ihab El-Assal,conf/er/ElmasriEK90,Knowledge International University
Il-Yeol Song,conf/cikm/YoonSP95|conf/icde/SongJ95|conf/dolap/BuzydlowskiSH98|conf/er/DulleaS99|conf/er/SongJ93|conf/er/SongF91|conf/er/SongL99|conf/er/JonesS95|conf/dasfaa/SongG93|conf/vldb/LeeLWS97|journals/dke/JonesS96|conf/cikm/SongJ93|conf/cikm/DulleaS98|conf/cikm/SongP92|conf/dexa/SongKG90|conf/dexaw/KrippendorfS97|conf/dexaw/AxelS97,Universiti Kuala Lumpur
Ila Miller,conf/icde/ShultzM87,Polotsk State University
Ilchoo Chung,conf/er/ChungNC81,University of Camerino
Ilias Petrounias,conf/er/Petrounias97|conf/edbt/PetrouniasL94|conf/daisd/PetrouniasL93,Universidad Nacional de Santa - Chimbote
Ilker Altintas,conf/sigmod/DogacAEOADAOS94|conf/dexa/DogacAOADA95,Gombe State University
Ilker Durusoy,journals/sigmod/DogacDATKCD98|conf/sigmod/DogacAEOADAOS94|journals/sigmod/DogacAOD95|conf/dexa/DogacAOADA95,Meijo University
Ilkka Karasalo,conf/ssdbm/KarasaloS83|conf/ssdbm/KarasaloS86,"University of Roma ""La Sapienza"""
Ilona Etmane,conf/adbis/BarzdinsEKP95,Armstrong Atlantic State University
Ilsoo Ahn,conf/icde/Ahn86|conf/sigmod/Ahn94|conf/sigmod/AhnS86|conf/sigmod/SnodgrassA85|conf/dasfaa/Ahn93|journals/isci/AhnS89|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94|journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a|journals/computer/SnodgrassA86|journals/is/AhnS88|conf/fodo/Ahn93,Virginia Military Institute
Ilvio Bruder,conf/cia/StaabBBDHKNPPSSUW99,Pontifica Università Gregoriana
Ilya B. Muchnik,conf/mfdbs/DemetrovicsLM89,Institute of Business & Technology
Imre Bárány,conf/stoc/BaranyF86,Maejo University
Imrich Chlamtac,journals/cacm/JainC85,"University for Information Science and Technology  ""St. Paul The Apostle"" "
In Kyung Ryu,journals/jacm/RyuT90|journals/tse/RyuT90|journals/tse/ThomasianR89|journals/tse/ThomasianR91|journals/pe/RyuT87|conf/sigmetrics/ThomasianR85,Universidad del Rosario
In Seop Park,conf/dasfaa/ParkA89,Universidad Francisco Marroquín
Inder S. Gopal,journals/jal/GarayGKMY97,Universidade Federal Rural do Semi-Árido
Inderjeet Mani,conf/krdb/SeligmanSMG98,Komar University of Science and Technology
Inderpal Narang,conf/sigmod/HsiaoN00|conf/sigmod/MohanN94|conf/sigmod/MohanN92|conf/sigmod/MohanN93|conf/edbt/MohanN92|conf/vldb/MohanN91|journals/ibmsj/JostenMNT97|conf/icdcs/MohanN92,Gansu University of Technology
Inderpal S. Bhandari,journals/datamine/BhandariCPPPR97,Holar University College
Inderpal Singh Mumick,journals/debu/GuptaM95|journals/tods/MumickFPR96|conf/icde/JagadishMR98|conf/icde/JagadishMR97|conf/sigmod/ColbyGLMT96|conf/sigmod/GuptaMR95|conf/sigmod/MumickFPR90|conf/sigmod/MumickP94|conf/sigmod/ColbyKLMR97|conf/sigmod/GuptaMS93|conf/sigmod/MumickQM97|conf/pods/LevyMSS93|conf/pods/JagadishMM96|conf/pods/GuptaM92|conf/pods/MumickP91|conf/pods/MumickFPR90|conf/pods/MumickS94|conf/pods/JagadishMS95|conf/icdt/GuptaM99|conf/icdt/KawaguchiLMQR97|conf/dbpl/KawaguchiLMR97|conf/edbt/GuptaJM96|conf/edbt/LevyM96|conf/vldb/MumickPR90|conf/vldb/LevyMS94|journals/amai/MumickS95|journals/sigmod/PissinouSEMOPSTD94|conf/cismod/Mumick95|conf/deductive/GuptaKM92|conf/deductive/MumickR92|conf/ngits/GuptaJM97|conf/adc/MumickS93|conf/pdis/QuassGMW96|conf/views/ColbyM96|conf/views/KawaguchiLMR96|conf/dood/MumickR93|conf/vldb/GuptaM96,Ittihad Private University
Indrajit Ray,journals/tkde/BertinoJMR98|conf/ccs/RayBJM96|conf/dbsec/JajodiaMR96,"Veliko Turnovo University ""Cyril and Methodius"""
Indrakshi Ray,journals/tods/AmmannJR97|conf/vldb/AmmannJR95,Novosibirsk State Music Academy M. Glinka
Induprakas Kodukula,conf/pldi/KodukulaAP97,"Preston University, Pakistan Campus"
Inessa Chaban,conf/ewdw/ChabanKZ94,Baitulmal Management Institute (IPB)
Ing-Miin Hsu,conf/icde/HsuSL92,Lahore University of Management Sciences
Ing-Ray Chen,journals/tkde/ChenBT95|journals/tkde/ChenP94,University of Plymouth
Inge Thyssens,conf/sigmod/GemisPTB93|conf/edbt/AndriesGPTB92|journals/sigmod/ParedaensBAGGTGSS92|conf/ids/GemisPT92,Mamoun Private University for Science and Technology
Ingo Busse,conf/ma/MilojicicBBCCFKLOOTVW98,Université de Saida
Ingo Ruhmann,journals/ijmms/DiederichRM87,University of Wisconsin - Milwaukee
Ingo Schmitt,conf/er/SchwarzSTHHBCS99|conf/er/SchmittS95|conf/er/SchmittS96|conf/dasfaa/SchmittC97|conf/cikm/SchmittT98|conf/efdbs/HodingSCSBDHSST99|conf/bncod/ConradST98|conf/bncod/ConradHSST97|conf/coopis/SchmittS98,Vassar College
Ingo Syska,conf/wi/NeumannCGS87,Universidad Tecnológica Indoamérica
Ingrid Gabel-Becker,journals/epodd/SullowGOPR93,Sanjay Gandhi Postgraduate lnstitute of Medical Sciences
Ingrid M. Walter,conf/vldb/WalterLN87|journals/dke/LockemannNW91|conf/vdb/WalterSLN91,Pädagogische Hochschule Weingarten
Ingrid Wetzel,conf/icdt/ScheweSW92|conf/dbpl/BorgidaMSW89|conf/vldb/JeusfeldMWJS90|journals/debu/SchmidtWBM89|conf/fmldo/ScheweTSW92,Kitakyushu University
Inhwan Lee,conf/ftcs/LeeI93,St. Petersburg State Electrotechnical University
Inien Syu,conf/icde/SyuLH95|conf/trec/BoydDS93,Wolaita Sodo University
Inje Kim,conf/dexa/AggarwalKM94,National Agricultural University
Injun Choi,conf/icde/ManinoCB89|conf/er/ManinoC90|journals/tse/ManninoCB90|journals/dpd/KimCGS93|conf/ds/ChoiMT90,Indira Gandhi National Open University
Insup Lee,journals/tc/LeeD87|journals/tc/DavidsonLW91,Tianjin University of Commerce
Ioana Manolescu,conf/sigmod/FlorescuLMS99|journals/cn/FlorescuKM00,University of Munawwar-ul-Islam
Ioana Stanoi,conf/er/StanoiAA99|conf/europar/AgrawalAAS97|conf/icdcs/StanoiAA98|conf/fodo/StanoiAA98,European Management Center Paris
Ioana Ursu,conf/vldb/HaasKU99,Tomakomai Komazawa University
Ioanis Gaviotis,conf/dexa/GaviotisC94,Northeast Agricultural University
Ioannis P. Vlahavas,conf/er/BassiliadesV94|conf/vldb/BassiliadesV95|journals/isci/BassiliadesV95,University of Alaska - Southeast
Ion Androutsopoulos,conf/tdb/AndroutsopoulosRT95,Universidade Catolica Portuguesa
Ion Muslea,conf/sigmod/AmbiteABKMMMPT98|conf/aaai/KnoblockMAAMMPT98,McGill University
Ion Tim Ieong,journals/tkde/CardenasITBB93|journals/vldb/ChuIT94|conf/sigmod/OConnellISWABCCLPWW96|conf/vldb/ChuITB92|journals/tse/ChuI93,College of St. Joseph
Iqbal A. Goralwalla,conf/cikm/GoralwallaTO95|conf/er/GoralwallaO93|conf/er/GoralwallaSOP97,Universitas Muhammadiyah Makassar
Iqbal Ahmed,journals/dpd/OukselA99|conf/coopis/OukselA96,International University Institute of Luxembourg
Ira B. Greenberg,conf/parbase/DowningGP90|conf/wmrd/DowningGP90,Universiti Tun Hussein Onn Malaysia
Ira D. Baxter,journals/cacm/Baxter92,Whitworth College
Ira P. Goldstein,conf/lfp/GoldsteinB80|conf/aaai/GoldsteinB80,Singapore Management University
Ira S. Moskowitz,conf/ccs/KangM93,Universidad Autónoma de Querétaro
Irene Cheng 0001,conf/icmcs/OriaOXCI99,Northwood University
Irene Gargantini,journals/cacm/Gargantini82|journals/ijmms/Gargantini83,Lausanne Hotel School (EHL)
Irene Greif,journals/computer/SarinG85|journals/tois/GreifS87|journals/tse/GreifSW92|journals/toplas/GreifM81|conf/popl/GreifM79|conf/popl/GreifSW86,Iceland University of Education
Iris Kameny,conf/vldb/KamenyWCBGB78,Dr. Babasaheb Ambedkar Technological University
Iris Sheauyin Chu,conf/cikm/ChuW94,University of Missouri - Kansas City
Iris Vessey,journals/cacm/VesseyC94|journals/cacm/VesseyW83|journals/cacm/VesseyS95,Lanzhou University
Irving L. Traiger,journals/csur/GrayMBLLPPT81|journals/tods/AstrahanBCEGGKLMMPTWW76|journals/tods/TraigerGGL82|conf/vldb/GrayLPT75|journals/computer/AstrahanBCGKLLMPPSSSSTTWY79|journals/cacm/ChamberlinABGKLLMPPSSSTWY81|journals/cacm/EswarranGLT76|journals/sigops/Traiger82|journals/ibmsj/MattsonGST70|journals/ibmsj/BlasgenACGKLLMPPSSSSTWY81|conf/ifip/ChamberlinBT74|conf/ds/GrayLPT76|conf/ibm/AstrahanCKT75|conf/icod/Traiger83,"Federal University of Technology, Yola"
Irving Wladawsky,journals/cacm/HammerHKW77,Universidad Nacional de Santa - Chimbote
Irving Wladawsky-Berger,journals/ibmsj/GoldsteinHMW84,State University of New York College at Plattsburgh
Irène Guessarian,journals/tkde/GuessarianP95|conf/pods/BoassonCGM99|conf/icdt/Guessarian90,Motilal Nehru National Institute Of Technology
Irène Kowarski,conf/sigmod/KowarskiL82,Athens University of Economics and Business
Isaac Balbin,journals/jlp/BalbinR87|journals/jlp/BalbinPRM91|journals/debu/RamamohanaraoSBPNTZD87|conf/slp/KempRBM89,Orkhon University
Isaac Huang,conf/er/KerschbergBDWYHEU90,University of Edinburgh
Isabel F. Cruz,conf/icde/CruzN89|conf/sigmod/Cruz92|conf/sigmod/CruzJ99|conf/sigmod/CruzMW87|conf/sigmod/CruzALRZ97|journals/sigmod/ConsensCM92|conf/eds/CruzMW88|conf/vl/Cruz94,"Universidad de Artes, Ciencias y Comunicación"
Isabel Navazo,journals/tog/AyalaBJN85,Universidad Capitain General Gerardo Barrios
Isabella Gagliardi,conf/vdb/BinaghiGS91,Rush University
Isabella Merlo,conf/ecoop/BertinoFGM98,Smolny University
Isabelle Comyn-Wattiau,conf/er/AkokaC93|conf/er/Comyn-WattiauA96|conf/er/BouzeghoubC90|conf/er/AkokaCL99|journals/dke/AkokaC96|journals/dke/MetaisKCB97|conf/caise/Comyn-WattiauB92,College of the Holy Cross
Isabelle Guyon,conf/kdd/GuyonMV94,Rheinisch Westfälische Technische Hochschule Aachen
Isabelle Mirbel,journals/vldb/MirbelPSTV00|conf/nldb/Mirbel95,Johnson State College
Isabelle Mougenot,conf/dasfaa/MougenotLD95,LSB College
Isamu Kobayashi,conf/vldb/Kobayashi84|journals/is/Kobayashi84|journals/is/Kobayashi75|journals/is/Kobayashi86|conf/ds/Kobayashi85,Universidad Central de Nicaragua
Isamu Yoshida,conf/sigmod/MatsushitaYHY80,Aventis School of Management
Isao Miyamoto,conf/vldb/Miyamoto75,Escuela Superiore de Administración Pública
Isao Suzuki,conf/vdb/JiangKOSF89,Universiti Islam Sultan Sharif Ali
Ishwar K. Sethi,journals/sigmod/GroskyFS94|conf/spieSR/PatelS96,Millsaps College
Ishwar Murthy,journals/tkde/SarkarM96,Sirte University
Isi Mitrani,journals/cacm/ChesnaisGM83,Central Institute of English and Foreign Languages
Isidore Rigoutsos,journals/computer/RigoutsosH92,Nigerian Turkish Nile University
Isidro Ramos,conf/er/PastorCR99,Centro Universitario Ixtlahuaca
Ismail H. Toroslu,journals/tkde/TorosluQ96|conf/icde/TorosluQ93|journals/apin/TorosluQH94,Indian Law Institue
Ismailcem Budak Arpinar,conf/sigmod/DogacAEOADAOS94|conf/sigmod/DogacHKOONDMAKE96|conf/icdt/HaliciAD97|journals/ieeecc/ShethAA99|journals/sigmod/ArpinarDE93|journals/sigmod/DogacDKOONEHAKKM95|conf/dexa/DogacAOADA95|conf/ngits/ArpinarAHD97|conf/ride/DogacDKOONEHAKM96,Zaporizhzhe National Technical University
